As of Date,Fund,Trustee Fund Number,Trustee Fund Name,Donor Code,Donor Name ,Donor Agency,Fiscal Year of Agreement,Contributions Paid In (USD),Contributions Outstanding (USD),Total Contribution (USD),Status
09/12/2012,HRH,TF070556,Human Resources for Health - Sub-Saharan Africa,G3,Bill and Melinda Gates Foundation,Bill and Melinda Gates Foundation,2007,$950000.00,$0.00,$950000.00,LCLS
09/12/2012,CARBON,TF050398,IBRD/Netherlands Clean Development Mechanism (CDM) Facility - Euro Trust Fund,NL,Netherlands,Netherlands - Ministry of Infrastructure and the Environment,2007,$16410317.61,$0.00,$16410317.61,ACTN
09/12/2012,CARBON,TF050397,IBRD/Netherlands Clean Development Mechanism Facility - U.S. Dollar Trust Fund,NL,Netherlands,Netherlands - Ministry of Infrastructure and the Environment,2007,$446984.00,$16.00,$447000.00,ACTN
09/12/2012,BALANC,TF059105,Iceland  Ministry of Foreign Affairs - Balance Account,IS,Iceland,Iceland - Ministry of Foreign Affairs,2007,$0.00,$50000.00,$50000.00,ACTN
09/12/2012,IFC,TF070433,Iceland/IFC Technical Assistance Trust Fund,IS,Iceland,Iceland - Ministry of Foreign Affairs,2007,$164044.87,$0.00,$164044.87,ACTN
09/12/2012,CARBON,TF070519,ICF - ADMINISTRATIVE TRUST FUND,X4,Other Entities,,2007,$161787.59,$0.00,$161787.59,ACTN
09/12/2012,IFC,TF070815,IFC - Sustainability Business Innovator Trust Fund,NO,Norway,Norway - Ministry of Foreign Affairs,2007,$1639552.67,$0.00,$1639552.67,LCLS
09/12/2012,IFC,TF070676,IFC AFRICA INVESTMENT CLIMATE FACILITY (ICF),GB,United Kingdom,United Kingdom - Department for International Development (DFID),2007,$9501102.41,$0.00,$9501102.41,LCLS
09/12/2012,IFC,TF070676,IFC AFRICA INVESTMENT CLIMATE FACILITY (ICF),X2,Private For Profit Entities,,2007,$500000.00,$0.00,$500000.00,LCLS
09/12/2012,IFC,TF070676,IFC AFRICA INVESTMENT CLIMATE FACILITY (ICF),X3,International and Intergovernmental Organizations,,2007,$5742834.00,$0.00,$5742834.00,LCLS
09/12/2012,IFC,TF070676,IFC AFRICA INVESTMENT CLIMATE FACILITY (ICF),ZA,South Africa,Anglo Operations Limited,2007,$1000000.00,$0.00,$1000000.00,LCLS
09/12/2012,IFCTFI,TFM54269,IFC CARBON FINANCE ADMINISTRATION A/C,X4,Other Entities,,2007,$50000.00,$0.00,$50000.00,ACTN
09/12/2012,IFC,TF071314,"IFC South-Asia Enterprise Development Facility - Sri Lanka and Maldives, Cycle 2 (IFC SLDF2)",X3,International and Intergovernmental Organizations,,2007,$750000.00,$750000.00,$1500000.00,ACTN
09/12/2012,IFC,TFM50867,IFC SPECIAL FUND FOR AMSCO,X3,International and Intergovernmental Organizations,,2007,$2400000.00,$0.00,$2400000.00,LCLS
09/12/2012,IFC,TF070538,IFC/Finland Ministry of Employment and Economy Holding Trust Fund,FI,Finland,Finland - Ministry of Employment and Economy (formerly Ministry of,2007,$0.00,$38950.80,$38950.80,ACTN
09/12/2012,IFC,TF070343,IFC/Netherlands - Partnership Program,NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2007,$1017760.00,$0.00,$1017760.00,LCLS
09/12/2012,IFC,TF050390,IFC/Netherlands Clean Development Mechanism (CDM) - U.S. Dollar Trust Fund,NL,Netherlands,Netherlands - Ministry of Infrastructure and the Environment,2007,$899992.00,$8.00,$900000.00,ACTN
09/12/2012,FIAS,TF050700,IFC/Netherlands Partnership Program,NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2007,$508880.00,$0.00,$508880.00,LCLS
09/12/2012,IFC,TF028419,IFC/Netherlands Partnership Program,NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2007,$13612540.00,$0.00,$13612540.00,ACTN
09/12/2012,IFC,TFM50681,IFC/Netherlands Partnership Program for Small and Medium Enterprise (SME),NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2007,$89524.23,$0.00,$89524.23,LCLS
09/12/2012,IFC,TFM54311,IFC-Private Enterprise Partnership Africa (PEP-Africa) Core Budget,X3,International and Intergovernmental Organizations,,2007,$7500000.00,$0.00,$7500000.00,ACTN
09/12/2012,IFC,TF054976,IFC's Funding Mechanism for Technical Assistance and Advisory Services,X3,International and Intergovernmental Organizations,,2007,$15800000.00,$0.00,$15800000.00,ACTN
09/12/2012,IFC,TF070595,IFC's Funding Mechanism for Technical Assistance and Advisory Services (FMTAAS),X3,International and Intergovernmental Organizations,,2007,$108200000.00,$0.00,$108200000.00,ACTN
09/12/2012,GAVI,TF070677,Immunization and Global Alliance for Vaccines and Immunizations (GAVI) Program Trust Fund (ImGAVI),X1,Private Non Profit Entities,,2007,$9896781.00,$0.00,$9896781.00,LCLS
09/12/2012,ID-FS,TF054544,Indonesia Decentralized Support Facility Trust Fund,AU,Australia,Australian Agency for International Development (AusAID),2007,$267664.35,$0.00,$267664.35,LCLS
09/12/2012,ID-ACH,TF070667,Indonesia: Mainstreaming Environment in Aceh and Nias Project,DK,Denmark,Danish Ministry of Foreign Affairs (DANIDA),2007,$1066477.07,$0.00,$1066477.07,LCLS
09/12/2012,IFC,TF052373,Infrastructure Development Collaboration Partnership fund,AT,Austria,Austrian Development Agency GmbH,2007,$1978365.00,$0.00,$1978365.00,ACTN
09/12/2012,IFC,TF052373,Infrastructure Development Collaboration Partnership fund,NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2007,$890540.00,$0.00,$890540.00,ACTN
09/12/2012,IFC,TF052373,Infrastructure Development Collaboration Partnership fund,X3,International and Intergovernmental Organizations,,2007,$2000000.00,$0.00,$2000000.00,ACTN
09/12/2012,IDF,TF022120,Institutional Development Fund (IDF),I1,International Bank for Reconstruction & Development,"IBRD 1818 H Street, NW",2007,$16000000.00,$0.00,$16000000.00,ACTN
09/12/2012,ICP,TF050689,International Comparisons Program (ICP),I3,International Monetary Fund,International Monetary Fund (IMF),2007,$500000.00,$0.00,$500000.00,LCLS
09/12/2012,IFC,TF070594,Intsok/Private Enterprise Partnership Africa (PEP-Africa) Holding Trust Fund,NO,Norway,INTSOK,2007,$334644.39,$0.00,$334644.39,LCLS
09/12/2012,IFC,TF070841,Investment Climate Facility Trust Fund for Africa,X2,Private For Profit Entities,,2007,$18118636.41,$0.00,$18118636.41,LCLS
09/12/2012,IFC,TF024582,Ireland/IFC Technical Assistance (TA) Trust Fund,IE,Ireland,Ireland - Minister for Foreign Affairs/ Irish Aid,2007,$530228.64,$0.00,$530228.64,ACTN
09/12/2012,WBI,TF053632,Ireland/World Bank Institute (WBI) Partnership Program,IE,Ireland,Ireland - Minister for Foreign Affairs/ Irish Aid,2007,$388560.00,$0.00,$388560.00,LCLS
09/12/2012,EFSP,TF053658,Italian Bank Staff Fund Program,IT,Italy,Italy - Ministry of Foreign Affairs,2007,$466271.00,$0.00,$466271.00,LCLS
09/12/2012,CARBON,TF051070,Italian Carbon Fund,IT,Italy,"IRIDE Mercato S.p.A., formerly known as SIET S.p.A.",2007,$387277.00,$0.00,$387277.00,ACTN
09/12/2012,CARBON,TF051070,Italian Carbon Fund,IT,Italy,ENEL TRADE S.p.A,2007,$600000.00,$0.00,$600000.00,ACTN
09/12/2012,CARBON,TF051070,Italian Carbon Fund,IT,Italy,CEMENTERIE ALDO BARBETTI S.P.A.,2007,$765118.75,$0.00,$765118.75,ACTN
09/12/2012,CARBON,TF051070,Italian Carbon Fund,IT,Italy,ERG S.p.A,2007,$1000000.00,$0.00,$1000000.00,ACTN
09/12/2012,CARBON,TF051070,Italian Carbon Fund,IT,Italy,ENDSEA ITALIA S.P.A,2007,$2500000.00,$0.00,$2500000.00,ACTN
09/12/2012,CARBON,TF051070,Italian Carbon Fund,IT,Italy,"Ministry of Environment, Land and Sea",2007,$64602821.85,$0.00,$64602821.85,ACTN
09/12/2012,CARBON,TF051070,Italian Carbon Fund,X2,Private For Profit Entities,,2007,$100000.00,$0.00,$100000.00,ACTN
09/12/2012,JSDF,TF023779,Japan Social Development Fund (JSDF),JP,Japan,Japan - Ministry of Finance,2007,$79938967.06,$0.00,$79938967.06,ACTN
09/12/2012,ID-JAV,TF070639,Java Reconstruction Fund (JRF),CA,Canada,Canadian International Development  Agency (CIDA),2007,$6534056.20,$0.00,$6534056.20,ACTN
09/12/2012,ID-JAV,TF070639,Java Reconstruction Fund (JRF),DK,Denmark,Denmark  - Royal Ministry of Foreign Affairs,2007,$1595037.66,$0.00,$1595037.66,ACTN
09/12/2012,ID-JAV,TF070639,Java Reconstruction Fund (JRF),E1,European Commission/European Union,EU-Commission of the European Communities,2007,$7663600.00,$0.00,$7663600.00,ACTN
09/12/2012,ID-JAV,TF070639,Java Reconstruction Fund (JRF),FI,Finland,Finland - Ministry for Foreign Affairs,2007,$1990590.00,$0.00,$1990590.00,ACTN
09/12/2012,ID-JAV,TF070639,Java Reconstruction Fund (JRF),GB,United Kingdom,United Kingdom - Department for International Development (DFID),2007,$10770430.00,$0.00,$10770430.00,ACTN
09/12/2012,ID-JAV,TF070639,Java Reconstruction Fund (JRF),NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2007,$11999970.00,$30.00,$12000000.00,ACTN
09/12/2012,FS-SP,TF070696,JOINT OFFICE FOR SOUTH EAST EUROPE,E1,European Commission/European Union,EU-Commission of the European Communities,2007,$365793.32,$0.00,$365793.32,LCLS
09/12/2012,ID-FS,TF070583,Kecamatan Development Project 3B in Indonesia,NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2007,$6599985.00,$0.00,$6599985.00,LCLS
09/12/2012,IFC,TF070648,Kenya Private Schools Support Project,JP,Japan,Japan - Ministry of Finance,2007,$400000.00,$0.00,$400000.00,ACTN
09/12/2012,KCP,TF054852,Knowledge for Change Program (KCP)-Global Public Goods Multi Donor Trust Fund,JP,Japan,Japan - Ministry of Finance,2007,$1000000.00,$0.00,$1000000.00,LCLS
09/12/2012,KCP,TF054852,Knowledge for Change Program (KCP)-Global Public Goods Multi Donor Trust Fund,NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2007,$80000.00,$0.00,$80000.00,LCLS
09/12/2012,IFC,TF052485,Latin America Small and Medium Enterprise (SME) Program,CH,Switzerland,Swiss State Secretariat for Economic Affairs (SECO),2007,$2163122.00,$28.00,$2163150.00,ACTN
09/12/2012,IFC,TF052485,Latin America Small and Medium Enterprise (SME) Program,NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2007,$1017760.00,$0.00,$1017760.00,ACTN
09/12/2012,FS-SP,TF070585,Leadership and Ethics in Governance,US,United States,United States Agency for International Development (USAID),2007,$200000.00,$0.00,$200000.00,LCLS
09/12/2012,IFC,TF070573,Luxembourg/IFC Partnership Program,LU,Luxembourg,Luxembourg - Ministry of Finance,2007,$2519710.00,$0.00,$2519710.00,ACTN
09/12/2012,IFC,TF070586,Luxembourg/IFC Technical Assistance Trust Fund,LU,Luxembourg,Luxembourg - Ministry of Finance,2007,$321475.00,$0.00,$321475.00,ACTN
09/12/2012,IFC,TF050953,Mekong Private Sector Development Facility (MPDF),IE,Ireland,Ireland - Minister for Foreign Affairs/ Irish Aid,2007,$1922700.00,$0.00,$1922700.00,LCLS
09/12/2012,IFC,TF050953,Mekong Private Sector Development Facility (MPDF),NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2007,$1017760.00,$0.00,$1017760.00,LCLS
09/12/2012,IFC,TF050953,Mekong Private Sector Development Facility (MPDF),X3,International and Intergovernmental Organizations,,2007,$1000000.00,$0.00,$1000000.00,LCLS
09/12/2012,PH-MTF,TF070791,Mindanao Reconstruction and Development Program,E1,European Commission/European Union,EU-Commission of the European Communities,2007,$1351753.22,$0.00,$1351753.22,LCLS
09/12/2012,MDRP,TF050574,Multi Country Demobilization and Reintegration Program for the Greater Great Lakes Region,CA,Canada,Canadian International Development  Agency (CIDA),2007,$8303709.49,$0.00,$8303709.49,LCLS
09/12/2012,MDRP,TF050574,Multi Country Demobilization and Reintegration Program for the Greater Great Lakes Region,DK,Denmark,Danish Ministry of Foreign Affairs (DANIDA),2007,$1547531.83,$0.00,$1547531.83,LCLS
09/12/2012,MDRP,TF050574,Multi Country Demobilization and Reintegration Program for the Greater Great Lakes Region,FI,Finland,Finland - Ministry for Foreign Affairs,2007,$1356000.00,$0.00,$1356000.00,LCLS
09/12/2012,MDRP,TF050574,Multi Country Demobilization and Reintegration Program for the Greater Great Lakes Region,GB,United Kingdom,United Kingdom - Department for International Development (DFID),2007,$10000000.00,$0.00,$10000000.00,LCLS
09/12/2012,MDRP,TF050574,Multi Country Demobilization and Reintegration Program for the Greater Great Lakes Region,IE,Ireland,Ireland - Minister for Foreign Affairs/ Irish Aid,2007,$659550.00,$0.00,$659550.00,LCLS
09/12/2012,MDRP,TF050574,Multi Country Demobilization and Reintegration Program for the Greater Great Lakes Region,NO,Norway,Norwegian Agency for Development Cooperation (NORAD),2007,$3342306.16,$0.00,$3342306.16,LCLS
09/12/2012,MDRP,TF050574,Multi Country Demobilization and Reintegration Program for the Greater Great Lakes Region,SE,Sweden,Swedish International Development Cooperation Agency (SIDA),2007,$2912734.47,$0.00,$2912734.47,LCLS
09/12/2012,IFC,TF070562,Multi Donor Bangladesh Investment Climate Fund (BICF),E1,European Commission/European Union,EU-Commission of the European Communities,2007,$18083337.00,$3061461.75,$21144798.75,ACTN
09/12/2012,FARA,TF070546,Multi Donor Trust Fund  for the Facility for Technical Assistance for the Framework for African Agricultural Productivity,CH,Switzerland,SASAKAWA AFRICA ASSOCIATION (SAA) C/o Centre for Applied Studies,2007,$100000.00,$0.00,$100000.00,ACTN
09/12/2012,DEC-TC,TF070788,Multi Donor Trust Fund  Transparency and  Competitiveness,AU,Australia,Australian Agency for International Development (AusAID),2007,$285000.00,$0.00,$285000.00,ACTN
09/12/2012,ID-ACH,TF054838,Multi Donor Trust Fund for Aceh and North Sumatra ( MDTFANS),DE,Germany,Germany - Bundesministerium für Wirtschaftliche Zusammenarbeit,2007,$3930600.00,$0.00,$3930600.00,ACTN
09/12/2012,ID-ACH,TF054838,Multi Donor Trust Fund for Aceh and North Sumatra ( MDTFANS),GB,United Kingdom,United Kingdom - Department for International Development (DFID),2007,$58497600.00,$0.00,$58497600.00,ACTN
09/12/2012,ID-ACH,TF054838,Multi Donor Trust Fund for Aceh and North Sumatra ( MDTFANS),SE,Sweden,Swedish International Development Cooperation Agency (SIDA),2007,$10276285.27,$0.00,$10276285.27,ACTN
09/12/2012,ACGF,TF070478,Multi Donor Trust Fund for Africa Catalytic Growth,GB,United Kingdom,United Kingdom - Department for International Development (DFID),2007,$193700874.99,$0.00,$193700874.99,ACTN
09/12/2012,ESMAP,TF070743,Multi Donor Trust Fund for Clean Energy Investment Framework,GB,United Kingdom,United Kingdom - Department for International Development (DFID),2007,$6222665.00,$0.00,$6222665.00,ACTN
09/12/2012,COM+,TF054639,"Multi Donor Trust Fund for COM+, Alliance of Communicators for Sustainable Development",DK,Denmark,Denmark  - Royal Ministry of Foreign Affairs,2007,$259740.26,$0.00,$259740.26,ACTN
09/12/2012,COM+,TF054639,"Multi Donor Trust Fund for COM+, Alliance of Communicators for Sustainable Development",GB,United Kingdom,United Kingdom - Department for International Development (DFID),2007,$193100.00,$0.00,$193100.00,ACTN
09/12/2012,COM+,TF054639,"Multi Donor Trust Fund for COM+, Alliance of Communicators for Sustainable Development",SE,Sweden,Swedish International Development Cooperation Agency (SIDA),2007,$142419.72,$0.00,$142419.72,ACTN
09/12/2012,CASM,TF070610,Multi Donor Trust Fund for Communities and Small-Scale Mining (CASM),GB,United Kingdom,United Kingdom - Department for International Development (DFID),2007,$884770.50,$0.00,$884770.50,ACTN
09/12/2012,CASM,TF070610,Multi Donor Trust Fund for Communities and Small-Scale Mining (CASM),X1,Private Non Profit Entities,,2007,$100000.00,$0.00,$100000.00,ACTN
09/12/2012,AFRSD,TF070431,Multi Donor Trust Fund for Democratic Republic of Congo - Forest (DRC - Forest),FR,France,France - Ministry of Foreign Affairs (including Ministry of Cooperation),2007,$272360.00,$0.00,$272360.00,LCLS
09/12/2012,FS-SP,TF070382,Multi Donor Trust Fund for Development Communication,GB,United Kingdom,United Kingdom - Department for International Development (DFID),2007,$295455.00,$0.00,$295455.00,LCLS
09/12/2012,FTIE,TF054402,Multi Donor Trust fund for Education for All-Fast Tract Initiative Education Program Development Fund (EPDF),CA,Canada,Canadian International Development  Agency (CIDA),2007,$3474001.44,$0.00,$3474001.44,ACTN
09/12/2012,FTIE,TF054402,Multi Donor Trust fund for Education for All-Fast Tract Initiative Education Program Development Fund (EPDF),FR,France,France - Agence Française de Developpement,2007,$1740636.00,$0.00,$1740636.00,ACTN
09/12/2012,FTIE,TF054402,Multi Donor Trust fund for Education for All-Fast Tract Initiative Education Program Development Fund (EPDF),GB,United Kingdom,United Kingdom - Department for International Development (DFID),2007,$9574450.00,$0.00,$9574450.00,ACTN
09/12/2012,FTIE,TF054402,Multi Donor Trust fund for Education for All-Fast Tract Initiative Education Program Development Fund (EPDF),IE,Ireland,Ireland - Minister for Foreign Affairs/ Irish Aid,2007,$3032205.00,$0.00,$3032205.00,ACTN
09/12/2012,FTIE,TF054402,Multi Donor Trust fund for Education for All-Fast Tract Initiative Education Program Development Fund (EPDF),NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2007,$13499940.00,$60.00,$13500000.00,ACTN
09/12/2012,FTIE,TF054402,Multi Donor Trust fund for Education for All-Fast Tract Initiative Education Program Development Fund (EPDF),NO,Norway,Norway - Ministry of Foreign Affairs,2007,$14992735.48,$0.00,$14992735.48,ACTN
09/12/2012,FTIE,TF054402,Multi Donor Trust fund for Education for All-Fast Tract Initiative Education Program Development Fund (EPDF),RU,Russian Federation,Government of the Russian Federation,2007,$3200000.00,$0.00,$3200000.00,ACTN
09/12/2012,AFRPRE,TF070758,Multi Donor Trust Fund for Ethiopia Public Sector Capacity Building Program Support Facility,CA,Canada,Canadian International Development  Agency (CIDA),2007,$1870447.84,$0.00,$1870447.84,ACTN
09/12/2012,GGFR,TF050954,Multi Donor Trust Fund for Financing of the Global Gas Flaring Reduction Partnership,FR,France,"France - Ministry of Economy, Finance and Industry",2007,$363220.00,$0.00,$363220.00,ACTN
09/12/2012,GGFR,TF050954,Multi Donor Trust Fund for Financing of the Global Gas Flaring Reduction Partnership,GB,United Kingdom,BP Exploration and Operating Company Limited,2007,$350000.00,$0.00,$350000.00,ACTN
09/12/2012,GGFR,TF050954,Multi Donor Trust Fund for Financing of the Global Gas Flaring Reduction Partnership,US,United States,United States - Department of Energy,2007,$96158.57,$0.00,$96158.57,ACTN
09/12/2012,GGFR,TF050954,Multi Donor Trust Fund for Financing of the Global Gas Flaring Reduction Partnership,X2,Private For Profit Entities,,2007,$99975.00,$25.00,$100000.00,ACTN
09/12/2012,GGFR,TF050954,Multi Donor Trust Fund for Financing of the Global Gas Flaring Reduction Partnership,X2,Private For Profit Entities,,2007,$350000.00,$0.00,$350000.00,ACTN
09/12/2012,GGFR,TF050954,Multi Donor Trust Fund for Financing of the Global Gas Flaring Reduction Partnership,X2,Private For Profit Entities,,2007,$350000.00,$0.00,$350000.00,ACTN
09/12/2012,GGFR,TF050954,Multi Donor Trust Fund for Financing of the Global Gas Flaring Reduction Partnership,X2,Private For Profit Entities,,2007,$350000.00,$0.00,$350000.00,ACTN
09/12/2012,GGFR,TF050954,Multi Donor Trust Fund for Financing of the Global Gas Flaring Reduction Partnership,X2,Private For Profit Entities,,2007,$120000.00,$230000.00,$350000.00,ACTN
09/12/2012,GGFR,TF050954,Multi Donor Trust Fund for Financing of the Global Gas Flaring Reduction Partnership,X2,Private For Profit Entities,,2007,$350000.00,$0.00,$350000.00,ACTN
09/12/2012,GGFR,TF050954,Multi Donor Trust Fund for Financing of the Global Gas Flaring Reduction Partnership,X2,Private For Profit Entities,,2007,$350000.00,$0.00,$350000.00,ACTN
09/12/2012,GGFR,TF050954,Multi Donor Trust Fund for Financing of the Global Gas Flaring Reduction Partnership,X2,Private For Profit Entities,,2007,$350000.00,$0.00,$350000.00,ACTN
09/12/2012,GGFR,TF050954,Multi Donor Trust Fund for Financing of the Global Gas Flaring Reduction Partnership,X2,Private For Profit Entities,,2007,$349987.00,$13.00,$350000.00,ACTN
09/12/2012,GGFR,TF050954,Multi Donor Trust Fund for Financing of the Global Gas Flaring Reduction Partnership,X4,Other Entities,,2007,$100000.00,$0.00,$100000.00,ACTN
09/12/2012,FS-CO,TF070396,"Multi Donor Trust Fund for Health, Nutrition and Population Support Program in Bangladesh",E1,European Commission/European Union,EU-Commission of the European Communities,2007,$105532640.00,$0.00,$105532640.00,ACTN
09/12/2012,AFRSD,TF070537,Multi Donor Trust Fund for Hirgigo Bay Oil Jetty Rehabilitation,E1,European Commission/European Union,EU-Commission of the European Communities,2007,$11270988.20,$0.00,$11270988.20,ACTN
09/12/2012,IAASTD,TFM54513,Multi Donor Trust Fund for International Assessment of Agricultural Science and Technology for Development,E1,European Commission/European Union,EU-Commission of the European Communities,2007,$336600.00,$0.00,$336600.00,LCLS
09/12/2012,IAASTD,TFM54513,Multi Donor Trust Fund for International Assessment of Agricultural Science and Technology for Development,SE,Sweden,Swedish International Development Cooperation Agency (SIDA),2007,$448755.07,$0.00,$448755.07,LCLS
09/12/2012,MDVICT,TF070375,Multi Donor Trust Fund for Lake Victoria II,E1,European Commission/European Union,EU-Commission of the European Communities,2007,$3407750.00,$0.00,$3407750.00,LCLS
09/12/2012,FIRST,TF070711,Multi Donor Trust Fund for Low-Income Countries for the Financial Sector Reform and Strengthening Initiative (FIRST),CA,Canada,Canadian International Development  Agency (CIDA),2007,$4714377.05,$0.00,$4714377.05,ACTN
09/12/2012,FIRST,TF070711,Multi Donor Trust Fund for Low-Income Countries for the Financial Sector Reform and Strengthening Initiative (FIRST),GB,United Kingdom,United Kingdom - Department for International Development (DFID),2007,$20844014.35,$0.00,$20844014.35,ACTN
09/12/2012,FIRST,TF070723,Multi Donor Trust Fund for Middle-Income Countries for the Financial Sector Reform and Strengthening Initiative (FIRST),CA,Canada,Canadian International Development  Agency (CIDA),2007,$4714377.04,$0.00,$4714377.04,ACTN
09/12/2012,FIRST,TF070723,Multi Donor Trust Fund for Middle-Income Countries for the Financial Sector Reform and Strengthening Initiative (FIRST),GB,United Kingdom,United Kingdom - Department for International Development (DFID),2007,$2424900.57,$0.00,$2424900.57,ACTN
09/12/2012,FS-SP,TF070761,Multi Donor Trust Fund for Migration and Remittances for Development in Africa,A1,African Development Bank Group,African Development Bank (AfDB),2007,$175000.00,$0.00,$175000.00,ACTN
09/12/2012,FS-SP,TF070761,Multi Donor Trust Fund for Migration and Remittances for Development in Africa,GB,United Kingdom,United Kingdom - Department for International Development (DFID),2007,$246944.00,$0.00,$246944.00,ACTN
09/12/2012,PACF,TF055181,Multi Donor Trust Fund for Pacific Facility III,AU,Australia,Australian Agency for International Development (AusAID),2007,$10080805.18,$0.00,$10080805.18,ACTN
09/12/2012,PKNOW-,TF070557,Multi Donor Trust Fund for Partnerships and Knowledge Work in Fragile States,AU,Australia,Australian Agency for International Development (AusAID),2007,$500000.00,$0.00,$500000.00,ACTN
09/12/2012,PKNOW-,TF070557,Multi Donor Trust Fund for Partnerships and Knowledge Work in Fragile States,CA,Canada,Canadian International Development  Agency (CIDA),2007,$211398.61,$0.00,$211398.61,ACTN
09/12/2012,PKNOW-,TF070557,Multi Donor Trust Fund for Partnerships and Knowledge Work in Fragile States,GB,United Kingdom,United Kingdom - Department for International Development (DFID),2007,$174176.25,$0.00,$174176.25,ACTN
09/12/2012,PKNOW-,TF070557,Multi Donor Trust Fund for Partnerships and Knowledge Work in Fragile States,NO,Norway,Norway - Ministry of Foreign Affairs,2007,$540006.48,$0.00,$540006.48,ACTN
09/12/2012,PROFOR,TF051459,Multi Donor Trust Fund for Program for Forests (PROFOR),DE,Germany,Germany-Deutsche Gesellschaft Fur Internationale Zusammenarbeit (GIZ),2007,$243108.00,$0.00,$243108.00,ACTN
09/12/2012,PROFOR,TF051459,Multi Donor Trust Fund for Program for Forests (PROFOR),E1,European Commission/European Union,EU-Commission of the European Communities,2007,$1646020.80,$0.00,$1646020.80,ACTN
09/12/2012,PROFOR,TF051459,Multi Donor Trust Fund for Program for Forests (PROFOR),FI,Finland,Finland - Ministry for Foreign Affairs,2007,$787650.00,$0.00,$787650.00,ACTN
09/12/2012,AFRHD,TF070559,Multi Donor Trust Fund for Promoting Social Accountability under the Ethiopia Protection of Basic Services Project,CA,Canada,Canadian International Development  Agency (CIDA),2007,$868228.90,$0.00,$868228.90,LCLS
09/12/2012,AFRHD,TF070559,Multi Donor Trust Fund for Promoting Social Accountability under the Ethiopia Protection of Basic Services Project,GB,United Kingdom,United Kingdom - Department for International Development (DFID),2007,$992430.82,$0.00,$992430.82,LCLS
09/12/2012,AFRHD,TF070559,Multi Donor Trust Fund for Promoting Social Accountability under the Ethiopia Protection of Basic Services Project,IE,Ireland,Ireland - Minister for Foreign Affairs/ Irish Aid,2007,$947000.00,$0.00,$947000.00,LCLS
09/12/2012,AFRHD,TF070559,Multi Donor Trust Fund for Promoting Social Accountability under the Ethiopia Protection of Basic Services Project,NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2007,$1000000.00,$0.00,$1000000.00,LCLS
09/12/2012,EAP-FS,TF070699,"Multi Donor Trust Fund for Regional Study on Links between Governance, Corruption and Forestry in East Asia and the Pacific region",AU,Australia,Australian Agency for International Development (AusAID),2007,$732031.00,$0.00,$732031.00,LCLS
09/12/2012,MDTFSS,TF054723,Multi Donor Trust Fund for Southern Sudan (MDTF - SS),EG,"Egypt, Arab Republic of",EGYPT-ARAB REPUBLIC OF EGYPT,2007,$1000000.00,$0.00,$1000000.00,ACTN
09/12/2012,TFSCB,TF070561,Multi Donor Trust Fund for Statistical Capacity Building - III,CA,Canada,Canadian International Development  Agency (CIDA),2007,$5527181.10,$0.00,$5527181.10,ACTN
09/12/2012,FS-7PE,TF070679,Multi Donor Trust Fund for Technical Assistance Support to the Strategic Development of the Court of Accounts of Moldova,GB,United Kingdom,United Kingdom - Department for International Development (DFID),2007,$1364666.76,$0.00,$1364666.76,ACTN
09/12/2012,FS-7PE,TF070679,Multi Donor Trust Fund for Technical Assistance Support to the Strategic Development of the Court of Accounts of Moldova,NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2007,$1811752.00,$60.00,$1811812.00,ACTN
09/12/2012,AFRSD,TF070397,Multi Donor Trust Fund for the Africa Infrastructure Country Diagnostic Study,FR,France,France - Agence Française de Developpement,2007,$271660.00,$0.00,$271660.00,LCLS
09/12/2012,ALIVE,TF054956,Multi Donor Trust Fund for the African Livestock Partnership,E1,European Commission/European Union,EU-Commission of the European Communities,2007,$5267200.00,$0.00,$5267200.00,LCLS
09/12/2012,MDTFAG,TF070742,Multi Donor Trust Fund for the Agriculture Markets and Agribusiness Development Project in Senegal,CA,Canada,Canadian International Development  Agency (CIDA),2007,$17408444.46,$0.00,$17408444.46,ACTN
09/12/2012,AHI,TF070515,Multi Donor Trust Fund for the Avian and Human Influenza Facility (AHI Facility),AU,Australia,Australian Agency for International Development (AusAID),2007,$2504700.00,$0.00,$2504700.00,ACTN
09/12/2012,AHI,TF070515,Multi Donor Trust Fund for the Avian and Human Influenza Facility (AHI Facility),CN,China,China - Ministry of Finance,2007,$2000000.00,$0.00,$2000000.00,ACTN
09/12/2012,AHI,TF070515,Multi Donor Trust Fund for the Avian and Human Influenza Facility (AHI Facility),EE,Estonia,Estonia - Ministry of Foreign Affairs,2007,$27644.75,$0.00,$27644.75,ACTN
